Player,POS,Team,Pass Yds,Pass TDs,INT,Rush Yds,Rush TDs,REC,Rec Yds,Rec TDs,Rookie,Bust%,FL,adp_standard,stdev_standard,adp_half,stdev_half,adp_ppr,stdev_ppr,adp_2qb,stdev_2qb,bye,playoff_sos_pctl,playoff_sos_label
Tyler Conklin,TE,DET,0.1,0.0,0.0,3.8,0.1,26.8,267.3,1.7,False,,1.5,,,,,,,,,,32.3,Tough
Ben Yurosek,TE,MIN,0.4,0.0,0.0,2.3,0.0,27.4,258.7,1.9,False,,1.5,,,,,,,,,,76.0,Easy
Chris Brooks,RB,GB,0.1,0.0,0.0,229.4,0.8,17.4,123.0,0.4,False,,1.5,,,,,,,,,,52.1,Neutral
Ashton Dulin,WR,IND,0.1,0.0,0.0,33.7,0.1,18.8,280.3,1.6,False,,1.5,,,,,,,,,,44.8,Neutral
Tyler Badie,RB,DEN,0.1,0.0,0.0,169.1,1.0,20.7,147.7,0.5,False,,1.5,,,,,,,,,,52.1,Neutral
Ty Chandler,RB,NO,0.1,0.0,0.0,273.1,1.1,12.3,83.5,0.4,False,,1.5,,,,,,,,,,66.7,Easy
Adam Trautman,TE,DEN,0.1,0.0,0.0,0.8,0.0,27.3,279.5,1.5,False,,1.5,,,,,,,,,,28.1,Tough
Tanner Hudson,TE,CIN,0.1,0.0,0.0,1.6,0.0,26.0,235.8,2.3,False,,1.5,,,,,,,,,,51.0,Neutral
Dont'e Thornton Jr.,WR,LV,0.2,0.0,0.0,4.4,0.0,23.9,301.5,1.3,False,,1.5,,,,,,,,,,52.1,Neutral
Justin Watson,WR,HOU,0.1,0.0,0.0,3.0,0.0,23.3,286.7,1.6,False,,1.5,,,,,,,,,,41.7,Neutral
Luke Musgrave,TE,GB,0.1,0.0,0.0,0.8,0.0,31.2,306.2,0.6,False,,1.5,,,,,,,,,,59.4,Neutral
Josh Whyle,TE,GB,0.1,0.0,0.0,0.8,0.0,27.2,245.1,1.9,False,,1.5,,,,,,,,,,59.4,Neutral
Ja'Tavion Sanders,TE,CAR,0.1,0.0,0.0,0.6,0.0,29.7,249.6,1.6,False,,1.5,,,,,,,,,,86.5,Easy
Foster Moreau,TE,HOU,0.1,0.0,0.0,0.7,0.0,22.9,240.7,2.3,False,,1.5,,,,,,,,,,35.4,Neutral
Derius Davis,WR,LAC,0.1,0.0,0.0,44.2,0.2,21.2,230.1,1.7,False,,1.5,,,,,,,,,,47.4,Neutral
Robert Tonyan,TE,PIT,0.4,0.0,0.0,2.0,0.0,26.3,245.2,1.9,False,,1.5,,,,,,,,,,46.9,Neutral
Cam Grandy,TE,CIN,0.3,0.0,0.0,1.9,0.0,27.6,241.1,1.8,False,,1.5,,,,,,,,,,51.0,Neutral
Jalin Hyatt,WR,NYG,0.2,0.0,0.0,4.0,0.0,25.3,270.2,1.4,False,,1.5,,,,,,,,,,75.0,Easy
Austin Hooper,TE,ATL,0.1,0.0,0.0,0.5,0.0,23.0,249.9,1.9,False,,1.5,,,,,,,,,,71.9,Easy
Kalif Raymond,WR,CHI,0.1,0.0,0.0,10.2,0.0,24.0,294.4,0.9,False,,1.5,,,,,,,,,,58.3,Neutral
Elijah Higgins,TE,ARI,0.1,0.0,0.0,0.6,0.0,28.2,272.7,1.0,False,,1.5,,,,,,,,,,43.8,Neutral
Samaje Perine,RB,CIN,0.1,0.0,0.0,200.7,1.6,12.5,94.5,0.3,False,,1.5,,,,,169.9,25.1,,,6.0,58.3,Neutral
Charlie Kolar,TE,LAC,0.1,0.0,0.0,1.9,0.0,21.8,246.0,1.9,False,,1.5,,,,,,,,,,63.5,Neutral
Payne Durham,TE,TB,0.2,0.0,0.0,1.4,0.0,23.9,233.8,1.9,False,,1.5,,,,,,,,,,34.4,Tough
Emmett Johnson,RB,KC,0.0,0.0,0.0,237.0,1.2,12.3,98.6,0.0,True,44.0,1.5,,,,,,,,,,32.3,Tough
Luke Farrell,TE,SF,0.1,0.0,0.0,1.0,0.0,25.7,219.0,2.0,False,,1.5,,,,,,,,,,14.6,Tough
Nate Adkins,TE,DEN,0.1,0.0,0.0,1.0,0.0,23.6,213.6,2.2,False,,1.5,,,,,,,,,,28.1,Tough
Julian Hill,TE,NE,0.1,0.0,0.0,0.9,0.0,27.7,259.6,1.1,False,,1.5,,,,,,,,,,53.1,Neutral
Elijah Arroyo,TE,SEA,0.2,0.0,0.0,1.0,0.0,21.7,224.8,2.1,False,,1.5,,,,,,,,,,37.5,Neutral
Chris Bell,WR,MIA,0.0,0.0,0.0,3.3,0.0,20.6,278.4,1.2,True,35.0,1.5,,,,,,,,,,34.4,Tough
Caleb Douglas,WR,MIA,0.0,0.0,0.0,3.3,0.0,20.6,278.4,1.2,True,35.0,1.5,,,,,,,,,,34.4,Tough
Mitchell Evans,TE,CAR,0.2,0.0,0.0,2.6,0.1,21.6,202.1,2.3,False,,1.5,,,,,,,,,,86.5,Easy
Tyler Goodson,RB,ATL,0.1,0.0,0.0,228.3,0.8,12.6,85.4,0.5,False,,1.5,,,,,,,,,,62.5,Neutral
Jamari Thrash,WR,CLE,0.2,0.0,0.0,3.7,0.0,22.1,256.4,1.4,False,,1.5,,,,,,,,,,83.3,Easy
Marlin Klein,TE,HOU,0.0,0.0,0.0,0.0,0.0,23.7,239.2,1.6,True,28.0,1.5,,,,,,,,,,35.4,Neutral
David Martin-Robinson,TE,TEN,0.3,0.0,0.0,1.6,0.0,23.5,217.3,1.9,False,,1.5,,,,,,,,,,59.4,Neutral
Will Mallory,TE,IND,0.2,0.0,0.0,1.6,0.0,23.5,228.8,1.7,False,,1.5,,,,,,,,,,66.7,Easy
Brenden Bates,TE,CLE,0.3,0.0,0.0,1.7,0.0,23.4,231.3,1.6,False,,1.5,,,,,,,,,,40.6,Neutral
Malachi Corley,WR,CLE,0.1,0.0,0.0,61.8,0.3,19.0,198.7,1.2,False,,1.5,,,,,,,,,,83.3,Easy
Zavion Thomas,WR,CHI,0.0,0.0,0.0,3.2,0.0,19.8,267.6,1.2,True,35.0,1.5,,,,,,,,,,58.3,Neutral
Brevyn Spann-Ford,TE,DAL,0.2,0.0,0.0,1.0,0.0,22.9,222.5,1.7,False,,1.5,,,,,,,,,,50.0,Neutral
Marquez Valdes-Scantling,WR,DAL,0.1,0.0,0.0,3.6,0.0,18.1,232.3,1.9,False,,1.5,,,,,,,,,,61.5,Neutral
Ja'Kobi Lane,WR,BAL,0.0,0.0,0.0,3.2,0.0,19.5,264.5,1.2,True,35.0,1.5,158.4,12.9,153.1,21.1,158.4,20.7,,,13.0,39.6,Neutral
Jeremy McNichols,RB,WAS,0.1,0.0,0.0,171.4,1.2,14.7,106.8,0.2,False,,1.5,,,,,,,,,,30.2,Tough
Tylan Wallace,WR,CLE,0.2,0.0,0.0,3.7,0.0,18.3,239.0,1.7,False,,1.5,,,,,,,,,,83.3,Easy
Devin Duvernay,WR,ARI,0.2,0.0,0.0,14.8,0.1,20.4,229.2,1.4,False,,1.5,,,,,,,,,,53.1,Neutral
Cade Stover,TE,HOU,0.1,0.0,0.0,10.8,0.2,26.3,221.5,1.0,False,,1.5,,,,,,,,,,35.4,Neutral
Andrew Ogletree,TE,IND,0.2,0.0,0.0,1.0,0.0,21.9,208.5,1.9,False,,1.5,,,,,,,,,,66.7,Easy
Julius Chestnut,RB,TEN,0.1,0.0,0.0,229.1,1.3,8.6,62.1,0.3,False,,1.5,,,,,,,,,,41.7,Neutral
Malachi Fields,WR,NYG,0.0,0.0,0.0,3.1,0.0,19.4,261.4,1.1,True,35.0,1.5,,,,,,,,,,75.0,Easy
Luke Schoonmaker,TE,DAL,0.1,0.0,0.0,0.7,0.0,26.1,245.6,0.8,False,,1.5,,,,,,,,,,50.0,Neutral
Cedrick Wilson Jr.,WR,DET,9.5,0.4,0.0,3.2,0.0,19.8,222.9,1.3,False,,1.5,,,,,,,,,,53.1,Neutral
Max Klare,TE,LA,0.0,0.0,0.0,0.0,0.0,22.0,222.9,1.5,True,28.0,1.5,,,,,,,,,,61.5,Neutral
Brenen Thompson,WR,LAC,0.0,0.0,0.0,3.0,0.0,18.9,255.3,1.1,True,35.0,1.5,,,,,,,,,,47.4,Neutral
Jonathan Mingo,WR,DAL,0.1,0.0,0.0,8.1,0.0,21.5,259.1,0.7,False,,1.5,,,,,,,,,,61.5,Neutral
Shane Buechele,QB,BUF,591.6,3.6,1.7,45.6,0.4,0.0,0.2,0.0,False,,1.5,,,,,,,,,,61.5,Neutral
Adrian Martinez,QB,SF,574.4,3.7,1.7,47.1,0.4,0.0,0.2,0.0,False,,1.5,,,,,,,,,,26.0,Tough
Ted Hurst,WR,TB,0.0,0.0,0.0,3.0,0.0,18.6,250.9,1.1,True,35.0,1.5,,,,,,,,,,58.3,Neutral
Tip Reiman,TE,ARI,0.2,0.0,0.0,1.3,0.0,23.2,204.8,1.5,False,,1.5,,,,,,,,,,43.8,Neutral
Bailey Zappe,QB,NYJ,585.4,3.8,2.6,43.4,0.5,0.0,0.2,0.0,False,,1.5,,,,,,,,,,33.3,Tough
Trent Sherfield,WR,BUF,0.2,0.0,0.0,4.4,0.0,19.1,217.4,1.5,False,,1.5,,,,,,,,,,47.9,Neutral
Arian Smith,WR,NYJ,0.2,0.0,0.0,19.8,0.1,20.0,225.6,0.9,False,,1.5,,,,,,,,,,30.2,Tough
Sam Howell,QB,DAL,569.6,3.6,2.1,45.6,0.4,0.0,0.2,0.0,False,,1.5,,,,,,,,,,54.2,Neutral
Ian Thomas,TE,LV,0.2,0.0,0.0,1.0,0.0,22.4,203.8,1.3,False,,1.5,,,,,,,,,,70.8,Easy
Odell Beckham Jr.,WR,NYG,0.2,0.0,0.0,3.3,0.0,16.9,182.5,2.0,False,,1.5,,,,,,,,,,75.0,Easy
Tim Patrick,WR,NYJ,0.1,0.0,0.0,1.4,0.0,14.7,179.6,2.2,False,,1.5,,,,,,,,,,30.2,Tough
Zachariah Branch,WR,ATL,0.0,0.0,0.0,2.8,0.0,17.4,234.6,1.0,True,35.0,1.5,,,,,172.0,9.0,,,11.0,59.4,Neutral
Drew Sample,TE,CIN,0.1,0.0,0.0,3.6,0.1,24.5,196.3,0.9,False,,1.5,,,,,,,,,,51.0,Neutral
Harrison Bryant,TE,SEA,0.2,0.0,0.0,1.4,0.0,20.9,191.1,1.4,False,,1.5,,,,,,,,,,37.5,Neutral
Jeremy Ruckert,TE,NYJ,0.1,0.0,0.0,0.6,0.0,24.5,203.0,0.9,False,,1.5,,,,,,,,,,62.5,Neutral
Kedon Slovis,QB,ARI,530.3,3.4,1.7,40.9,0.4,0.0,0.2,0.0,False,,1.5,,,,,,,,,,59.4,Neutral
Kylen Granson,TE,TEN,0.1,0.0,0.0,0.8,0.0,22.7,212.5,0.7,False,,1.5,,,,,,,,,,59.4,Neutral
Feleipe Franks,TE,CAR,0.3,0.0,0.0,12.3,0.3,17.8,171.5,1.3,False,,1.5,,,,,,,,,,86.5,Easy
Charlie Woerner,TE,ATL,0.2,0.0,0.0,0.9,0.0,21.6,181.4,1.3,False,,1.5,,,,,,,,,,71.9,Easy
Johnny Mundt,TE,PHI,0.1,0.0,0.0,0.7,0.0,19.8,193.1,1.1,False,,1.5,,,,,,,,,,62.5,Neutral
Chris Brazzell II,WR,CAR,0.0,0.0,0.0,2.5,0.0,15.4,207.9,0.9,True,35.0,1.5,,,,,,,,,,33.3,Tough
Adam Randall,RB,BAL,0.0,0.0,0.0,166.5,0.9,8.6,69.3,0.0,True,44.0,1.5,,,,,,,,,,57.3,Neutral
Jack Stoll,TE,CLE,0.2,0.0,0.0,1.1,0.0,17.2,157.8,1.4,False,,1.5,,,,,,,,,,40.6,Neutral
Mo Alie-Cox,TE,IND,0.1,0.0,0.0,0.5,0.0,15.4,149.8,1.7,False,,1.5,,,,,,,,,,66.7,Easy
Eric Saubert,TE,SEA,0.2,0.0,0.0,0.8,0.0,17.8,164.0,1.2,False,,1.5,,,,,,,,,,37.5,Neutral
Ameer Abdullah,RB,JAX,0.1,0.0,0.0,115.9,1.2,10.2,69.2,0.3,False,,1.5,,,,,,,,,,65.6,Easy
Mike Washington Jr.,RB,LV,0.0,0.0,0.0,157.4,0.8,8.1,65.5,0.0,True,44.0,1.5,,,168.1,23.7,157.5,11.4,,,13.0,51.0,Neutral
Durham Smythe,TE,BAL,0.1,0.0,0.0,0.8,0.0,17.1,145.9,1.1,False,,1.5,,,,,,,,,,77.1,Easy
Blake Whiteheart,TE,CLE,0.2,0.0,0.0,1.0,0.0,15.8,140.7,1.2,False,,1.5,,,,,,,,,,40.6,Neutral
Jonah Coleman,RB,DEN,0.0,0.0,0.0,144.5,0.8,7.5,60.1,0.0,True,44.0,1.5,,,148.8,9.4,146.8,24.7,,,10.0,52.1,Neutral
Chris Manhertz,TE,NYG,0.2,0.0,0.0,1.0,0.0,14.1,133.9,1.1,False,,1.5,,,,,,,,,,42.7,Neutral
Nicholas Singleton,RB,TEN,0.0,0.0,0.0,131.4,0.7,6.8,54.7,0.0,True,44.0,1.5,,,,,150.6,27.8,,,9.0,41.7,Neutral
Adam Thielen,WR,MIN,0.1,0.0,0.0,1.1,0.0,12.7,147.5,0.7,False,,1.5,,,,,,,,,,77.1,Easy
Patrick Ricard,RB,NYG,0.1,0.0,0.0,87.9,0.6,7.4,54.6,0.3,False,,1.5,,,,,,,,,,55.2,Neutral
Eli Raridon,TE,NE,0.0,0.0,0.0,0.0,0.0,10.5,115.5,0.8,True,53.0,1.5,,,,,,,,,,53.1,Neutral
Will Kacmarek,TE,MIA,0.0,0.0,0.0,0.0,0.0,10.4,114.8,0.7,True,53.0,1.5,,,,,,,,,,17.7,Tough
Sam Roush,TE,CHI,0.0,0.0,0.0,0.0,0.0,10.0,110.4,0.7,True,53.0,1.5,,,,,,,,,,31.2,Tough
Riley Nowakowski,TE,PIT,0.0,0.0,0.0,0.0,0.0,10.1,111.6,0.3,True,70.0,1.5,,,,,,,,,,46.9,Neutral
Oscar Delp,TE,NO,0.0,0.0,0.0,0.0,0.0,8.8,97.1,0.6,True,53.0,1.5,,,,,,,,,,64.6,Neutral
Josh Cuevas,TE,BAL,0.0,0.0,0.0,0.0,0.0,9.8,107.7,0.3,True,70.0,1.5,,,,,,,,,,77.1,Easy
Matthew Hibner,TE,BAL,0.0,0.0,0.0,0.0,0.0,9.8,107.7,0.3,True,70.0,1.5,,,,,,,,,,77.1,Easy
Tanner Koziol,TE,JAX,0.0,0.0,0.0,0.0,0.0,9.7,107.2,0.3,True,70.0,1.5,,,,,,,,,,56.2,Neutral
Drew Allar,QB,PIT,375.5,0.0,0.7,8.6,0.0,0.0,0.0,0.0,True,54.0,1.5,,,,,,,,,,58.3,Neutral
Joe Royer,TE,CLE,0.0,0.0,0.0,0.0,0.0,7.3,80.7,0.3,True,70.0,1.5,,,,,,,,,,40.6,Neutral
Max Bredeson,TE,MIN,0.0,0.0,0.0,0.0,0.0,7.7,84.2,0.2,True,70.0,1.5,,,,,,,,,,76.0,Easy
Justin Joly,TE,DEN,0.0,0.0,0.0,0.0,0.0,7.5,83.8,0.2,True,70.0,1.5,,,,,,,,,,28.1,Tough
Carson Beck,QB,ARI,287.5,0.0,0.6,6.5,0.0,0.0,0.0,0.0,True,54.0,1.5,,,,,,,142.6,8.0,14.0,59.4,Neutral
Kaden Wetjen,WR,PIT,0.0,0.0,0.0,0.0,0.0,8.7,66.7,0.0,True,72.0,1.5,,,,,,,,,,72.4,Easy
Elijah Sarratt,WR,BAL,0.0,0.0,0.0,0.0,0.0,8.4,64.4,0.0,True,72.0,1.5,,,,,,,,,,39.6,Neutral
Skyler Bell,WR,BUF,0.0,0.0,0.0,0.0,0.0,7.7,59.3,0.0,True,72.0,1.5,,,,,,,,,,47.9,Neutral
Bryce Lance,WR,NO,0.0,0.0,0.0,0.0,0.0,7.4,57.2,0.0,True,72.0,1.5,,,,,,,,,,60.4,Neutral
Kendrick Law,WR,DET,0.0,0.0,0.0,0.0,0.0,7.4,56.9,0.0,True,72.0,1.5,,,,,,,,,,53.1,Neutral
Reggie Virgil,WR,ARI,0.0,0.0,0.0,0.0,0.0,7.0,54.1,0.0,True,72.0,1.5,,,,,,,,,,53.1,Neutral
Colbie Young,WR,CIN,0.0,0.0,0.0,0.0,0.0,6.7,52.0,0.0,True,72.0,1.5,,,,,,,,,,70.3,Easy
Kaytron Allen,RB,WAS,0.0,0.0,0.0,10.3,0.0,0.6,2.5,0.0,True,77.0,1.5,,,,,,,,,,30.2,Tough
Jam Miller,RB,NE,0.0,0.0,0.0,8.7,0.0,0.5,2.2,0.0,True,77.0,1.5,,,,,,,,,,40.6,Neutral
Seth McGowan,RB,IND,0.0,0.0,0.0,8.6,0.0,0.5,2.1,0.0,True,77.0,1.5,,,,,,,,,,68.8,Easy
Demond Claiborne,RB,MIN,0.0,0.0,0.0,7.8,0.0,0.5,2.0,0.0,True,77.0,1.5,,,,,,,,,,71.9,Easy
Kevin Coleman Jr.,WR,MIA,0.0,0.0,0.0,0.0,0.0,0.9,4.0,0.0,True,87.0,1.5,,,,,,,,,,34.4,Tough
Deion Burks,WR,IND,0.0,0.0,0.0,0.0,0.0,0.9,3.6,0.0,True,87.0,1.5,,,,,,,,,,44.8,Neutral
Josh Cameron,WR,JAX,0.0,0.0,0.0,0.0,0.0,0.9,3.7,0.0,True,87.0,1.5,,,,,,,,,,62.5,Neutral
Cyrus Allen,WR,KC,0.0,0.0,0.0,0.0,0.0,0.9,3.9,0.0,True,87.0,1.5,,,,,167.7,13.1,,,5.0,43.8,Neutral
CJ Williams,WR,JAX,0.0,0.0,0.0,0.0,0.0,0.9,3.7,0.0,True,87.0,1.5,,,,,,,,,,62.5,Neutral
Barion Brown,WR,NO,0.0,0.0,0.0,0.0,0.0,0.8,3.4,0.0,True,87.0,1.5,,,,,,,,,,60.4,Neutral
Lewis Bond,WR,HOU,0.0,0.0,0.0,0.0,0.0,0.8,3.2,0.0,True,87.0,1.5,,,,,,,,,,41.7,Neutral
Anthony Smith,WR,DAL,0.0,0.0,0.0,0.0,0.0,0.7,2.9,0.0,True,87.0,1.5,,,,,,,,,,61.5,Neutral
Malik Benson,WR,LV,0.0,0.0,0.0,0.0,0.0,0.7,3.0,0.0,True,87.0,1.5,,,,,,,,,,52.1,Neutral
Emmanuel Henderson Jr.,WR,SEA,0.0,0.0,0.0,0.0,0.0,0.7,3.0,0.0,True,87.0,1.5,,,,,,,,,,38.0,Neutral
CJ Daniels,WR,LA,0.0,0.0,0.0,0.0,0.0,0.7,3.0,0.0,True,87.0,1.5,,,,,,,,,,56.2,Neutral
Cade Klubnik,QB,NYJ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,85.0,1.5,,,,,,,,,,33.3,Tough
Bauer Sharp,TE,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,93.0,1.5,,,,,,,,,,34.4,Tough
Jack Endries,TE,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,93.0,1.5,,,,,,,,,,51.0,Neutral
Athan Kaliakmanis,QB,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,89.0,1.5,,,,,,,,,,33.3,Tough
Taylen Green,QB,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,89.0,1.5,,,,,,,,,,63.5,Neutral
Seydou Traore,TE,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,93.0,1.5,,,,,,,,,,17.7,Tough
Cole Payton,QB,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,89.0,1.5,,,,,,,,,,29.2,Tough
Behren Morton,QB,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,89.0,1.5,,,,,,,,,,53.1,Neutral
Jaren Kanak,TE,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,93.0,1.5,,,,,,,,,,59.4,Neutral
Carsen Ryan,TE,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,93.0,1.5,,,,,,,,,,40.6,Neutral
Garrett Nussmeier,QB,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,89.0,1.5,,,,,,,,,,33.3,Tough
Dallen Bentley,TE,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,93.0,1.5,,,,,,,,,,28.1,Tough
